title,link,days_passed,company,location,salary
توسعه دهنده‌ی Back-End,https://jobinja.ir/companies/shahrnameh/jobs/CNNx/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%DB%8C-back-end-%D8%AF%D8%B1-%D8%B4%D9%87%D8%B1%D9%86%D8%A7%D9%85%D9%87?_ref=16,(۲۷ روز پیش),شهرنامه | Shahrnameh,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Data Scientist,https://jobinja.ir/companies/tofan/jobs/CNmW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-scientist-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A7%D8%B3%D8%AA%DB%8C%D9%86%D8%A7%D8%B3?_ref=16,(۲۷ روز پیش),توسعه فناوری اطلاعات استیناس | Tofan,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
کارشناس تحلیل داده,https://jobinja.ir/companies/mavaraye-abad-rayka/jobs/CNkm/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AA%D8%AD%D9%84%DB%8C%D9%84-%D8%AF%D8%A7%D8%AF%D9%87-%D8%AF%D8%B1-%D9%85%D8%A7%D9%88%D8%B1%D8%A7%DB%8C-%D8%A7%D8%A8%D8%B9%D8%A7%D8%AF-%D8%B1%D8%A7%DB%8C%DA%A9%D8%A7?_ref=16,(۲۸ روز پیش),ماورای ابعاد رایکا | Mavaraye Abad Rayka,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۱۵,۰۰۰,۰۰۰تومان)"
مدیر تیم تحلیل داده,https://jobinja.ir/companies/behin-bazaar/jobs/CNOK/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%DB%8C%D8%B1-%D8%AA%DB%8C%D9%85-%D8%AA%D8%AD%D9%84%DB%8C%D9%84-%D8%AF%D8%A7%D8%AF%D9%87-%D8%AF%D8%B1-%D8%A8%D9%87%DB%8C%D9%86-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1?_ref=16,(۲۸ روز پیش),بهین بازار | Behin Bazaar,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Blockchain Expert,https://jobinja.ir/companies/helitechnology/jobs/Cjnm/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-blockchain-expert-%D8%AF%D8%B1-%D9%87%D9%84%DB%8C-%D8%AA%DA%A9%D9%86%D9%88%D9%84%D9%88%DA%98%DB%8C?_ref=16,(۳۳ روز پیش),هلی تکنولوژی | Heli Technology,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Software Engineer,https://jobinja.ir/companies/digikala/jobs/COZN/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-%D8%AF%D8%B1-%D8%AF%DB%8C%D8%AC%DB%8C-%DA%A9%D8%A7%D9%84%D8%A7?_ref=16,(۳۴ روز پیش),دیجی‌‌کالا | Digikala,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس هوش مصنوعی,https://jobinja.ir/companies/patra-vision/jobs/CaYx/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AF%D8%B1-%D9%BE%D8%A7%D8%AA%D8%B1%D8%A7-%D9%88%DB%8C%DA%98%D9%86?_ref=16,(۳۷ روز پیش),پاترا ویژن | Patra Vision,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Data Engineer,https://jobinja.ir/companies/mofid-securities/jobs/Crtr/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-data-engineer-%D8%AF%D8%B1-%DA%A9%D8%A7%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C-%D9%85%D9%81%DB%8C%D8%AF?_ref=16,(۴۴ روز پیش),کارگزاری مفید | Mofid Securities,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس هوش مصنوعی(آقا),https://jobinja.ir/companies/parnian-8/jobs/CvqH/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D9%85%D8%B1%DA%A9%D8%B2-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA%DB%8C-%D9%BE%D8%B1%D9%86%DB%8C%D8%A7%D9%86?_ref=16,(۴۵ روز پیش),مرکز تحقیقاتی پرنیان | Parnian,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۱۰,۰۰۰,۰۰۰تومان)"
کارشناس هوش مصنوعی (AI Developer),https://jobinja.ir/companies/dadeh-kavan-hoshmand-tosan/jobs/C7rb/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-ai-developer-%D8%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%DA%A9%D8%A7%D9%88%D8%A7%D9%86-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%AA%D9%88%D8%B3%D9%86?_ref=16,(۵۰ روز پیش),داده کاوان هوشمند توسن | Tosan Intelligent Data Miners,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
کارشناس هوش مصنوعی (امریه-آقا),https://jobinja.ir/companies/apa-4/jobs/C7r2/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%A7%D9%85%D8%B1%DB%8C%D9%87-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D9%85%D8%B1%DA%A9%D8%B2-%D8%AA%D8%AD%D9%82%DB%8C%D9%82-%D9%88-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%A2%D9%BE%D8%A7?_ref=16,(۵۰ روز پیش),مرکز تحقیق و توسعه آپا | APA,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Software Test Engineer,https://jobinja.ir/companies/snapp/jobs/CUPg/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-test-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE?_ref=16,(۵۰ روز پیش),اسنپ | Snapp,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Machine Learning Engineer,https://jobinja.ir/companies/myket/jobs/C7kH/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-machine-learning-engineer-%D8%AF%D8%B1-%D9%85%D8%A7%DB%8C%DA%A9%D8%AA?_ref=16,(۵۰ روز پیش),مایکت | Myket,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Data Engineer,https://jobinja.ir/companies/medrick/jobs/C7gm/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%B2%DB%8C-%DA%AF%D8%B3%D8%AA%D8%B1%D8%A7%D9%86-%D8%AF%D8%B1%DB%8C%DA%A9?_ref=16,(۵۰ روز پیش),بازی گستران دریک | Bazigostaran Derick,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
توسعه‌دهنده Django) Back-End-آقا),https://jobinja.ir/companies/sedreh/jobs/COIm/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-django-back-end-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%B3%D8%AF%D8%B1%D9%87?_ref=16,(۵۵ روز پیش),سدره | Sedreh,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Software Engineer,https://jobinja.ir/companies/simra-telewebion/jobs/C4vv/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-%D8%AF%D8%B1-%D8%B3%DB%8C%D9%85%D8%B1%D8%A7-%D8%AA%D9%84%D9%88%D8%A8%DB%8C%D9%88%D9%86?_ref=16,(۵۶ روز پیش),سیمرا (تلوبیون) | Simra (Telewebion),تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Business Data Analyst,https://jobinja.ir/companies/baman-2/jobs/C4Gq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-business-data-analyst-%D8%AF%D8%B1-%D8%A8%D8%A7%D9%85%D9%86?_ref=16,(۵۷ روز پیش),بامن | Baman,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۲۰,۰۰۰,۰۰۰تومان)"
Django) Back-End Developer-دورکاری),https://jobinja.ir/companies/bitpin/jobs/CAlO/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-django-back-end-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A8%DB%8C%D8%AA-%D9%BE%DB%8C%D9%86?_ref=16,(۳۰ روز پیش),بیت‌ پین | Bitpin,تهران، تهران,قرارداددورکاری(حقوقتوافقی)
مدیر پروژه نرم‌افزار (مسلط به برنامه‌نویسی-آقا-دورکاری),https://jobinja.ir/companies/promodo/jobs/CjdC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%DB%8C%D8%B1-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D9%85%D8%B3%D9%84%D8%B7-%D8%A8%D9%87-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D8%A2%D9%82%D8%A7-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%BE%D8%B1%D9%88%D9%85%D9%88%D8%AF%D9%88?_ref=16,(۳۳ روز پیش),پرومودو | Promodo,تهران، تهران,قرارداددورکاری(حقوقتوافقی)
مدرس برنامه نویسی (آقا-دوکاری),https://jobinja.ir/companies/pishro-rayan/jobs/CjVE/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D8%A2%D9%82%D8%A7-%D8%AF%D9%88%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A2%DA%A9%D8%A7%D8%AF%D9%85%DB%8C-%D8%A2%DB%8C-%D8%AA%DB%8C?_ref=16,(۳۵ روز پیش),آکادمی آی تی | Academy IT,تهران، تهران,قرارداددورکاری(حقوقتوافقی)
Senior Data Scientist (دورکاری),https://jobinja.ir/companies/ireen-1/jobs/CvGL/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-data-scientist-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A2%DB%8C%D8%B1%DB%8C%D9%86?_ref=16,(۴۱ روز پیش),آیرین | Ireen,تهران، تهران,"قرارداددورکاری(حقوقاز۵۰,۰۰۰,۰۰۰تومان)"
Data Engineer,https://jobinja.ir/companies/snappfood/jobs/CTzV/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%D9%81%D9%88%D8%AF?_ref=16,(۲ روز پیش),اسنپ فود | Snappfood,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
کارشناس هوش مصنوعی,https://jobinja.ir/companies/roshan-ai/jobs/CMH1/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AF%D8%B1-%D8%B1%D9%88%D8%B4%D9%86?_ref=16,(۸ روز پیش),روشن | Roshan,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Data Engineer,https://jobinja.ir/companies/filimo/jobs/CuK9/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D9%81%DB%8C%D9%84%DB%8C%D9%85%D9%88?_ref=16,(۱۰ روز پیش),فیلیمو | Filimo,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Data Engineer,https://jobinja.ir/companies/sheypoor/jobs/CaeW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-data-engineer-%D8%AF%D8%B1-%D8%B4%DB%8C%D9%BE%D9%88%D8%B1?_ref=16,(۱۶ روز پیش),شیپور | Sheypoor,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۱۸,۰۰۰,۰۰۰تومان)"
Data Analyst,https://jobinja.ir/companies/ernyka/jobs/CE1Z/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-analyst-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D8%A7%D8%B1%D9%86%DB%8C%DA%A9%D8%A7?_ref=16,(۲۰ روز پیش),گروه ارنیکا  | Ernyka Group,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Software Engineer,https://jobinja.ir/companies/snappfood/jobs/CEVe/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%D9%81%D9%88%D8%AF?_ref=16,(۲۲ روز پیش),اسنپ فود | Snappfood,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Data Analyst,https://jobinja.ir/companies/ariana-1/jobs/CNI9/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-analyst-%D8%AF%D8%B1-%D8%AA%D8%AD%D9%84%DB%8C%D9%84-%DA%AF%D8%B1%D8%A7%D9%86-%D8%B4%D8%A8%DA%A9%D9%87-%D8%A2%D8%B1%DB%8C%D8%A7%D9%86%D8%A7?_ref=16,(۲۹ روز پیش),تحلیل گران شبکه آریانا | Ariana,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
